category,subcategory,label,codeID,answerType,units,codeDesc,question,startYear,endYear,indicatorID
Connectivity,Access,Internet service is available but it does not correspond to household needs,100000,Number,%,Reasons for not having Internet access (i.e. Barriers): Internet service is available but it does not correspond to household needs: All households,,2013,2021,16361
Connectivity,Access,Cultural reasons,100000,Number,%,Reasons for not having Internet access (i.e. Barriers): Cultural reasons: All households,,2013,2021,16370
Connectivity,Access,No electricity in the household,100000,Number,%,Reasons for not having Internet access (i.e. Barriers): No electricity in the household: All households,,2014,2021,32219
Connectivity,Access,Other reason,100000,Number,%,Reasons for not having Internet access (i.e. Barriers): Other reason: All households,,2014,2021,32228
Connectivity,Access,At least 2G,100095,Number,%,"Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users",,1960,2021,194
Connectivity,Access,At least 3G,100095,Number,%,"Refers to the percentage of inhabitants that are within range of at least a 3G mobile-cellular signal, irrespective of whether or not they are subscribers ",,2003,2021,430
Connectivity,Access,At least LTE/WiMAX,100095,Number,%,"Refers to the percentage of inhabitants that are within range of at least a 4G/ LTE mobile-cellular signal, irrespective of whether or not they are subscribers",,2012,2021,19306
Connectivity,Access,At least 5G,100095,Number,%,"Refers to the percentage of inhabitants that are within range of at least a 5G mobile-cellular signal, irrespective of whether or not they are subscribers ",,2018,2020,34236
Connectivity,Emerging technologies,Who’s responsible for IoT,100020,Boolean,,Who’s responsible for IoT,Does the telecom/ICT regulator (or the entity in charge of regulation in the sector) have responsibilities related to Internet of Things (IoT)/ Machine type communications (MTC) or do IoT/ M2M fall under the scope of services regulated by the telecom/ICT regulator?,2015,2020,19277
Connectivity,Emerging technologies,Internet of Things (IoT) regulations,100020,Boolean,,Internet of Things (IoT) regulations,Has your country adopted any policy/legislation/regulation related to IoT or MTC?,2015,2020,19280
Connectivity,Emerging technologies,"National strategy, policy or initiative focusing on emerging technologies",100020,MultiSelect,,"National strategy, policy or initiative focusing on emerging technologies","Has your country adopted a national strategy, policy or initiative focusing on emerging technologies such as",2019,2021,31428
Connectivity,Emerging technologies,Areas covered,100018,MultiSelect,,Areas covered,"If Yes, please indicate which area(s) they address:",2015,2020,19281
Connectivity,Infrastructure development and sharing,Infrastructure sharing mandated,100014,Select,,Infrastructure sharing mandated,"Is infrastructure (towers, base stations, posts, ducts, etc,) sharing mandated?",2006,2021,3985
Connectivity,Infrastructure development and sharing,Co-location/site sharing mandated,100014,Select,,Co-location/site sharing mandated,Is co-location or site sharing mandated?,2007,2021,5153
Connectivity,Infrastructure development and sharing,National roaming mandated,100014,Boolean,,National roaming mandated,Is national roaming mandated in your country?,2015,2021,20359
Connectivity,Infrastructure development and sharing,Infrastructure sharing pursued in cooperation with municipalities,100014,Boolean,,Infrastructure sharing pursued in cooperation with municipalities,Is infrastructure sharing pursued by the Regulator in cooperation with municipalities for rural and isolated areas?,2015,2021,20361
Connectivity,Infrastructure development and sharing,Regulatory obligation to map infrastructure,100014,Boolean,,Regulatory obligation to map infrastructure,"Is there a regulatory obligation to map all existing ICT infrastructure in your country, including alternative networks in other sectors such as railroads, electricity?",2015,2021,20364
Connectivity,Infrastructure development and sharing,Infrastructure sharing for mobile operators permitted,100014,Boolean,,Infrastructure sharing for MVNOs,Is infrastructure sharing for mobile operators permitted (e.g. Mobile Virtual Network Operators)?,2016,2021,21627
Connectivity,Infrastructure development and sharing,Open access to dominant operators’ facilities,100014,Boolean,,Open access to dominant operators’ facilities,Is granting of access and use to public telecommunications required by monopoly or dominant operators?,2016,2021,21629
Connectivity,Infrastructure development and sharing,Infrastructure sharing for fixed services practiced,100013,Boolean,,Infrastructure sharing for fixed services practiced,Is infrastructure sharing practiced in your country in the fixed sector?,2015,2021,20618
Connectivity,Infrastructure development and sharing,Infrastructure sharing for mobile practiced,100012,Boolean,,Infrastructure sharing for mobile practiced,Is infrastructure sharing practiced in your country in the mobile sector?,2015,2021,20619
Connectivity,Infrastructure development and sharing,Secondary spectrum trading,100015,Boolean,,Secondary spectrum trading,Is Secondary Trading* allowed?,2005,2021,3155
Connectivity,Infrastructure development and sharing,Change of spectrum use allowed/ trading,100015,Boolean,,Change of spectrum use allowed/ trading,Is a change of spectrum use permitted in the case of transfer?,2005,2021,3156
Connectivity,Infrastructure development and sharing,Spectrum sharing,100015,Boolean,,Spectrum sharing,Is spectrum sharing* allowed?,2013,2021,12860
Connectivity,Infrastructure development and sharing,Change of spectrum use allowed when sharing,100015,Boolean,,Change of spectrum use allowed/sharing,Is a change of spectrum use permitted upon transfer?,2013,2021,12862
Connectivity,Infrastructure development and sharing,Financing of spectrum refarming,100015,MultiSelect,,Financing of spectrum refarming,How is spectrum refarming* financed in your country?,2013,2021,12864
Connectivity,Infrastructure development and sharing,Refarming/ in-band migration allowed,100015,Boolean,,Refarming/ in-band migration allowed,Is refarming/ in-band migration allowed in your country?,2014,2021,16153
Connectivity,Infrastructure development and sharing,Spectrum sharing based on comercial agreement or regulatory mandate,100015,Select,,Spectrum sharing based on comercial agreement or regulatory mandate,Is spectrum sharing based on commercial agreements or based on a regulatory mandate?,2018,2021,24745
Connectivity,International roaming,International mobile roaming services available,100016,MultiSelect,,International mobile roaming services available,What International Mobile Roaming (IMR) services are available in your country?,2012,2021,12666
Connectivity,International roaming,Retail International mobile roaming prices regulated,100016,Boolean,,Retail International mobile roaming prices regulated,Are retail prices of IMR regulated in your country?,2012,2021,12670
Connectivity,International roaming,Wholesale International mobile roaming prices regulated,100016,Boolean,,Wholesale International mobile roaming prices regulated,Is there regulation on the wholesale prices of IMR in your country?,2012,2021,12672
Connectivity,International roaming,Are operators taken any measures to reduce the risk of bill shock,100016,Boolean,,Are operators taken any measures to reduce the risk of bill shock?,Have your country’s operators taken any measures to reduce the risk of bill shock?,2012,2021,12678
Connectivity,International roaming,NRA collecting International mobile roaming retail tariff data,100016,MultiSelect,,NRA collecting International mobile roaming retail tariff data,Is your National Regulatory Authority collecting retail tariff/rates data on IMR for the different services?,2014,2021,19175
Connectivity,International roaming,International mobile roaming services are part of the mobile package,100016,Boolean,,International mobile roaming services are part of the mobile package,Are IMR services part of the mobile services package offered by operators in your country?,2015,2021,20386
Connectivity,International roaming,Self-regulatory or commercial offers proposed by operators,100016,MultiSelect,,Self-regulatory or commercial offers proposed by operators,Are you aware of any self-regulatory measures or commercial offers proposed by operators?,2015,2021,20388
Connectivity,International roaming,NRA collecting International mobile roaming wholesale tariff data,100016,MultiSelect,,NRA collecting International mobile roaming wholesale tariff data,Is your National Regulatory Authority collecting wholesale tariff/rates data on IMR for the different services?,2015,2021,20638
Connectivity,Numbering,Number portability required from fixed operators,100097,Boolean,,Number portability required from fixed operators,Is number portability required from fixed-line operators?,2005,2021,3061
Connectivity,Numbering,Number portability required from mobile operators,100097,Boolean,,Number portability required from mobile operators,Is number portability required from mobile operators?,2005,2021,3062
Connectivity,Numbering,Number portability currently available to fixed subscribers,100097,Boolean,,Service currently available to fixed subscribers,,2007,2021,5135
Connectivity,Numbering,Number portability currently available to mobile subscribers,100097,Boolean,,Service currently available to mobile subscribers,,2007,2021,5136
Connectivity,Numbering,Conditions for porting over fixed networks,100097,Boolean,,Conditions for porting over fixed networks,"If yes, are time and/or other conditions for porting regulated?",2016,2021,21640
Connectivity,Numbering,Conditions for porting over mobile networks,100097,Boolean,,Conditions for porting over mobile networks,"If yes, are time and/or other conditions for porting regulated?",2016,2021,21641
Connectivity,Quality of Service (QoS),Quality of service monitoring required,100017,Boolean,,Quality of service monitoring required,Is Quality of service monitoring required?,2006,2021,3945
Connectivity,Quality of Service (QoS),Services subject to QoS monitoring,100017,MultiSelect,,Services subject to QoS monitoring,Which of the following services are subject to QoS monitoring?,2006,2021,3948
Connectivity,Quality of Service (QoS),Sanctions for non-conformance with QoS requirements exist,100017,MultiSelect,,Sanctions exist,If QoS obligations are not met by operators/service providers which of the following sanctions can the regulator impose?,2006,2021,3953
Connectivity,Quality of Service (QoS),Sanctions for non-conformance with QoS requirements applied,100017,MultiSelect,,Sanctions applied,Please specify which of these sanctions have been applied:,2016,2021,21618
Connectivity,Universal access,Operators under obligation to provide UAS,100091,MultiSelect,,Operators under obligation to provide UAS,Please indicate which operators are under the obligation to provide universal access/service:(please check all that apply),2003,2021,2805
Connectivity,Universal access,Countries having defined UAS,100091,Boolean,,Countries having defined UAS,Has your country defined universal access/service?,1998,2021,2865
Connectivity,Universal access,Countries with a Universal Access/Service (UAS) policy,100091,Boolean,,Countries with a Universal Access/Service (UAS) policy,"Has your country adopted a universal access/service policy or rural telecoms development policy (as a policy of its own or as part of a wider policy)?
",2007,2021,4330
Connectivity,Universal access,Means of financing operator’s UAS obligations,100093,MultiSelect,,Means of financing operator’s UAS obligations,Please indicate how the operator(s) finance their universal access/service or universal obligations,1998,2021,2803
Connectivity,Universal access,Service providers required to contribute to USF,100093,MultiSelect,,Service providers required to contribute to USF,Please indicate below which telecommunication operators and/or service providers are required to contribute to the fund?,2002,2021,2808
Connectivity,Universal access,Financing mechanisms for universal access,100093,Boolean,,Financing mechanisms for universal access,"Has your country established any other financing mechanisms (e.g., special rural access concessions, tax incentives, etc.) for the provision of universal service/access?",2003,2021,3071
Connectivity,Universal access,Countries with an operational Universal Service Fund (USF),100093,Boolean,,Countries with an operational USF,Does your country have an operational Universal Service Fund? (i.e. one that has begun collecting or disbursing funds)?,2004,2021,3183
Connectivity,Universal access,USF financed by other sources,100093,MultiSelect,,USF financed by other sources,"If Yes, please specify percentage of Fund financed by source(s) below",2002,2021,3785
Connectivity,Universal access,Projects financed by USFs,100093,MultiSelect,,Projects financed by USFs,"Please indicate the activities/projects that the Fund has financed so far (how the funds have been used)
",2007,2021,11768
Connectivity,Universal access,Managing authority of USF,100093,MultiSelect,,Managing authority of USF,Who is the Managing Authority of the fund? ,2013,2021,12905
Connectivity,Universal access,Municipal network initiatives,100093,Boolean,,Municipal network initiatives,Do municipal network initiatives exist in your country?,2016,2021,21642
Connectivity,Use,Any type of computer,100069,Number,%,"Individuals using a computer, by type of device: Any type of computer: All individuals",,2000,2021,11485
Connectivity,Use,Desktop computer,100069,Number,%,"Individuals using a computer, by type of device: Desktop computer: All individuals",,2013,2021,16448
Connectivity,Use,Laptop computer,100069,Number,%,"Individuals using a computer, by type of device: Laptop computer: All individuals",,2013,2021,16457
Connectivity,Use,Tablet,100069,Number,%,"Individuals using a computer, by type of device: Tablet: All individuals",,2013,2021,16466
Connectivity,Use,At least once a day,100007,Number,%,"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: All individuals",,2003,2021,10861
Connectivity,Use,Less than once a week,100007,Number,%,"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: All individuals",,2005,2021,10939
Connectivity,Use,At least once a week but not every day,100007,Number,%,"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: All individuals",,2003,2021,11017
Connectivity,Use,At another persons home,100003,Number,%,"Individuals using the Internet, by location of use: At another persons home: All individuals",,2000,2021,10393
Connectivity,Use,At community Internet access facility,100003,Number,%,"Individuals using the Internet, by location of use: At community Internet access facility: All individuals",,2000,2021,10627
Connectivity,Use,At place of education,100003,Number,%,"Individuals using the Internet, by location of use: At place of education: All individuals",,2000,2021,10783
Connectivity,Use,At home,100003,Number,%,"Individuals using the Internet, by location of use: At home: All individuals",,2000,2021,11095
Connectivity,Use,At work,100003,Number,%,"Individuals using the Internet, by location of use: At work: All individuals",,2000,2021,11407
Connectivity,Use,"While commuting, in transport or walking",100003,Number,%,"Individuals using the Internet, by location of use: While commuting, in transport or walking: All individuals",,2010,2021,16475
Connectivity,Use,Facility open to the public,100003,Number,%,"Individuals using the Internet, by location of use: Facility open to the public: All individuals",,2016,2021,33289
Connectivity,Use,By portable computer,100005,Number,%,"Individuals using the Internet, by type of portable device and network used to access the Internet: By portable computer (laptop, notebook, netbook): All individuals",,2014,2021,20797
Connectivity,Use,By Portable computer - via mobile cellular network,100005,Number,%,"Individuals using the Internet, by type of portable device and network used to access the Internet: By Portable computer - via mobile cellular network, using USB key/dongle or integrated data SIM card or mobile cellular telephone as modem: All individuals",,2014,2020,20875
Connectivity,Use,By portable computer - via WiFi or other wireless networks,100005,Number,%,"Individuals using the Internet, by type of portable device and network used to access the Internet: By portable computer - via WiFi or other wireless networks: All individuals",,2014,2020,20953
Connectivity,Use,By mobile phone - via mobile cellular network,100005,Number,%,"Individuals using the Internet, by type of portable device and network used to access the Internet: By mobile phone - via mobile cellular network: All individuals",,2014,2021,21031
Connectivity,Use,By mobile phone,100005,Number,%,"Individuals using the Internet, by type of portable device and network used to access the Internet: By mobile phone: All individuals",,2014,2021,21109
Connectivity,Use,By mobile phone - via WiFi or other wireless networks,100005,Number,%,"Individuals using the Internet, by type of portable device and network used to access the Internet: By mobile phone - via WiFi or other wireless networks: All individuals",,2014,2021,21187
Connectivity,Use,By other portable devices,100005,Number,%,"Individuals using the Internet, by type of portable device and network used to access the Internet: By other portable devices (e.g. games, consoles, watches): All individuals",,2014,2021,21265
Connectivity,Use,By tablet,100005,Number,%,"Individuals using the Internet, by type of portable device and network used to access the Internet: By tablet: All individuals",,2014,2021,21343
Connectivity,Use,By tablet - via mobile cellular network,100005,Number,%,"Individuals using the Internet, by type of portable device and network used to access the Internet: By tablet - via mobile cellular network, using USB key/dongle or integrated data SIM card: All individuals",,2014,2020,21421
Connectivity,Use,By tablet - via WiFi or other wireless networks,100005,Number,%,"Individuals using the Internet, by type of portable device and network used to access the Internet: By tablet - via WiFi or other wireless networks: All individuals",,2014,2020,21499
Connectivity,Use,Internet banking,100004,Number,%,"Individuals using the Internet, by type of activity: Internet banking: All individuals",,2003,2021,9457
Connectivity,Use,Sending or receiving e-mail,100004,Number,%,"Individuals using the Internet, by type of activity: Sending or receiving e-mail: All individuals",,2002,2021,9535
Connectivity,Use,Making calls using VoIP or messaging app,100004,Number,%,"Individuals using the Internet, by type of activity: Taking part in online consultations or voting on civic or political issues: All individuals",,2002,2021,9691
Connectivity,Use,"Reading or downloading newspapers, magazines or books",100004,Number,%,"Individuals using the Internet, by type of activity: Reading or downloading newspapers, magazines or books: All individuals",,2002,2021,9925
Connectivity,Use,Getting information about goods or services,100004,Number,%,"Individuals using the Internet, by type of activity: Getting information about goods or services: All individuals",,2002,2021,10159
Connectivity,Use,Getting information from general government organizations,100004,Number,%,"Individuals using the Internet, by type of activity: Getting information from general government organizations: All individuals",,2002,2021,10315
Connectivity,Use,Interacting with general government organizations,100004,Number,%,"Individuals using the Internet, by type of activity: Interacting with general government organizations: All individuals",,2002,2021,10471
Connectivity,Use,Purchasing or ordering goods or services,100004,Number,%,"Individuals using the Internet, by type of activity: Purchasing or ordering goods or services: All individuals",,2002,2021,10549
Connectivity,Use,Seeking health information,100004,Number,%,"Individuals using the Internet, by type of activity: Seeking health information: All individuals",,2002,2021,16484
Connectivity,Use,Making an appointment with a health practitioner via a website,100004,Number,%,"Individuals using the Internet, by type of activity: Making an appointment with a health practitioner via a website: All individuals",,2012,2021,16493
Connectivity,Use,Participating in social networks,100004,Number,%,"Individuals using the Internet, by type of activity: Participating in social networks: All individuals",,2011,2021,16502
Connectivity,Use,"Accessing or posting opinions on chat sites, blogs, newsgroups or discussions",100004,Number,%,"Individuals using the Internet, by type of activity: Accessing or posting opinions on chat sites, blogs, newsgroups or discussions: All individuals",,2010,2021,16511
Connectivity,Use,Selling goods or services,100004,Number,%,"Individuals using the Internet, by type of activity: Selling goods or services: All individuals",,2010,2021,16520
Connectivity,Use,Using services related to travel or travel-related accommodation,100004,Number,%,"Individuals using the Internet, by type of activity: Using services related to travel or travel-related accommodation: All individuals",,2012,2021,16529
Connectivity,Use,Doing an online course,100004,Number,%,"Individuals using the Internet, by type of activity: Doing an online course: All individuals",,2010,2021,16538
Connectivity,Use,"Consulting wikis, encyclopaedias or other websites for learning purposes",100004,Number,%,"Individuals using the Internet, by type of activity: Consulting wikis, encyclopaedias or other websites for learning purposes: All individuals",,2011,2021,16547
Connectivity,Use,Listening to web radio,100004,Number,%,"Individuals using the Internet, by type of activity: Listening to web radio: All individuals",,2012,2021,16556
Connectivity,Use,Watching web television,100004,Number,%,"Individuals using the Internet, by type of activity: Watching web television: All individuals",,2013,2021,16565
Connectivity,Use,"Streaming, playing or downloading games, images, movies, videos or music",100004,Number,%,"Individuals using the Internet, by type of activity: Streaming, playing or downloading games, images, movies, videos or music: All individuals",,2002,2021,16574
Connectivity,Use,Downloading software or applications,100004,Number,%,"Individuals using the Internet, by type of activity: Downloading software or applications: All individuals",,2004,2021,16583
Connectivity,Use,Looking for a job or sending/submitting a job application,100004,Number,%,"Individuals using the Internet, by type of activity: Looking for a job or sending/submitting a job application: All individuals",,2010,2021,16592
Connectivity,Use,Participating in professional networks,100004,Number,%,"Individuals using the Internet, by type of activity: Participating in professional networks: All individuals",,2013,2021,16601
Connectivity,Use,Uploading self/user-created content to a website to be shared,100004,Number,%,"Individuals using the Internet, by type of activity: Uploading self/user-created content to a website to be shared: All individuals",,2010,2021,16619
Connectivity,Use,Taking part in online consultations or voting to define civic or political issues,100004,Number,%,"Individuals using the Internet, by type of activity: Taking part in on-line consultations or voting to define civic or political issues: All individuals",,2011,2021,16646
Connectivity,Use,"Using storage space on the Internet to save documents, pictures, music, video or other files",100004,Number,%,"Individuals using the Internet, by type of activity: Using storage space on the Internet to save documents, pictures, music, video or other files: All individuals",,2013,2021,16655
Connectivity,Use,"Using software run over the Internet for editing text documents, spreadsheets or presentations",100004,Number,%,"Individuals using the Internet, by type of activity: Using software run over the Internet for editing text documents, spreadsheets or presentations: All individuals",,2013,2020,16664
Connectivity,Use,Do not need the Internet,100006,Number,%,"Individuals not using the Internet, by type of reason: Do not need the Internet: All individuals",,2014,2021,23567
Connectivity,Use,Do not know how to use it,100006,Number,%,"Individuals not using the Internet, by type of reason: Do not know how to use it: All individuals",,2014,2021,23568
Connectivity,Use,Cost of Internet use is too high,100006,Number,%,"Individuals not using the Internet, by type of reason: Cost of Internet use is too high (service charges, etc.): All individuals",,2014,2021,23569
Connectivity,Use,Privacy or security concerns,100006,Number,%,"Individuals not using the Internet, by type of reason: Privacy or security concerns: All individuals",,2015,2021,23570
Connectivity,Use,Internet service is not available in the area,100006,Number,%,"Individuals not using the Internet, by type of reason: Internet service is not available in the area: All individuals",,2014,2021,23571
Connectivity,Use,Cultural reasons,100006,Number,%,"Individuals not using the Internet, by type of reason: Cultural reasons (e.g. exposure to harmful content): All individuals",,2015,2021,23572
Connectivity,Use,Don’t know what Internet is,100006,Number,%,"Individuals not using the Internet, by type of reason: Don’t know what Internet is: All individuals",,2014,2021,23573
Connectivity,Use,Not allowed to use the Internet,100006,Number,%,"Individuals not using the Internet, by type of reason: Not allowed to use the Internet: All individuals",,2015,2021,23574
Connectivity,Use,Lack of local content,100006,Number,%,"Individuals not using the Internet, by type of reason: Lack of local content: All individuals",,2015,2021,23575
Connectivity,Use,Other reason,100006,Number,%,"Individuals not using the Internet, by type of reason: Other reason: All individuals",,2014,2021,23576
Connectivity,Use,Cash on delivery,100009,Number,%,"Number of individuals who purchased goods or services online in the last three months, by type of payment channel: Cash on delivery: All individuals",,2017,2020,29848
Connectivity,Use,Credit card online,100009,Number,%,"Number of individuals who purchased goods or services online in the last three months, by type of payment channel: Credit card online: All individuals",,2017,2021,29938
Connectivity,Use,Debit card or electronic bank transfer online,100009,Number,%,"Number of individuals who purchased goods or services online in the last three months, by type of payment channel: Debit card or electronic bank transfer online: All individuals",,2017,2021,30028
Connectivity,Use,Mobile money account,100009,Number,%,"Number of individuals who purchased goods or services online in the last three months, by type of payment channel: Mobile money account (account connected to the mobile number): All individuals",,2017,2020,30118
Connectivity,Use,Online payment service,100009,Number,%,"Number of individuals who purchased goods or services online in the last three months, by type of payment channel: Online payment service (e.g. PayPal, Google Checkout): All individuals",,2017,2021,30208
Connectivity,Use,Prepaid gift card or online voucher,100009,Number,%,"Number of individuals who purchased goods or services online in the last three months, by type of payment channel: Prepaid gift card or online voucher: All individuals",,2017,2021,30298
Connectivity,Use,Points from rewards or redemption program,100009,Number,%,"Number of individuals who purchased goods or services online in the last three months, by type of payment channel: Points from rewards or redemption program (e.g. Air Miles): All individuals",,2017,2020,30388
Connectivity,Use,Other (e.g. bank check by post),100009,Number,%,"Number of individuals who purchased goods or services online in the last three months, by type of payment channel: Other (e.g. bank check by post): All individuals",,2017,2021,30478
Connectivity,Use,"Books, magazines or newspapers",100008,Number,%,"Number of individuals who purchased goods or servies online in the last three months, by type of goods and services purchased online: Books, magazines or newspapers: All individuals",,2017,2021,28408
Connectivity,Use,"Clothing, footwear, sporting goods or accessories",100008,Number,%,"Number of individuals who purchased goods or servies online in the last three months, by type of goods and services purchased online: Clothing, footwear, sporting goods or accessories: All individuals",,2017,2021,28498
Connectivity,Use,Computer equipment or parts,100008,Number,%,"Number of individuals who purchased goods or servies online in the last three months, by type of goods and services purchased online: Computer equipment or parts (including peripheral equipment): All individuals",,2016,2021,28588
Connectivity,Use,Computer or video games,100008,Number,%,"Number of individuals who purchased goods or servies online in the last three months, by type of goods and services purchased online: Computer or video games: All individuals",,2017,2021,28678
Connectivity,Use,Computer software,100008,Number,%,"Number of individuals who purchased goods or servies online in the last three months, by type of goods and services purchased online: Computer software (includes upgrades and paid apps; not games): All individuals",,2017,2021,28768
Connectivity,Use,Cosmetics,100008,Number,%,"Number of individuals who purchased goods or servies online in the last three months, by type of goods and services purchased online: Cosmetics: All individuals",,2017,2021,28858
Connectivity,Use,Financial products,100008,Number,%,"Number of individuals who purchased goods or servies online in the last three months, by type of goods and services purchased online: Financial products (including shares and insurance): All individuals",,2017,2021,28948
Connectivity,Use,"Food, groceries, alcohol or tobacco",100008,Number,%,"Number of individuals who purchased goods or servies online in the last three months, by type of goods and services purchased online: Food, groceries, alcohol or tobacco: All individuals",,2017,2021,29038
Connectivity,Use,Household goods,100008,Number,%,"Number of individuals who purchased goods or servies online in the last three months, by type of goods and services purchased online: Household goods (e.g. furniture, toys, etc.; excluding consumer electronics): All individuals",,2017,2021,29128
Connectivity,Use,ICT services (excluding software),100008,Number,%,"Number of individuals who purchased goods or servies online in the last three months, by type of goods and services purchased online: ICT services (excluding software): All individuals",,2017,2020,29218
Connectivity,Use,Medicine,100008,Number,%,"Number of individuals who purchased goods or servies online in the last three months, by type of goods and services purchased online: Medicine: All individuals",,2017,2021,29308
Connectivity,Use,"Movies, short films or images",100008,Number,%,"Number of individuals who purchased goods or servies online in the last three months, by type of goods and services purchased online: Movies, short films or images: All individuals",,2017,2021,29398
Connectivity,Use,Music products,100008,Number,%,"Number of individuals who purchased goods or servies online in the last three months, by type of goods and services purchased online: Music products: All individuals",,2017,2021,29488
Connectivity,Use,"Photographic, telecoms or optical equipment",100008,Number,%,"Number of individuals who purchased goods or servies online in the last three months, by type of goods and services purchased online: Photographic, telecommunications or optical equipment: All individuals",,2017,2021,29578
Connectivity,Use,Tickets or bookings for entertainment events,100008,Number,%,"Number of individuals who purchased goods or servies online in the last three months, by type of goods and services purchased online: Tickets or bookings for entertainment events (sports, theatre, concerts, etc.): All individuals",,2017,2021,29668
Connectivity,Use,Travel products (e.g. tickets or bookings),100008,Number,%,"Number of individuals who purchased goods or servies online in the last three months, by type of goods and services purchased online: Travel products (travel tickets, accommodation, vehicle hire, transport services etc.): All individuals",,2017,2021,29758
Connectivity,Use,Delivery directly to the buyer using postal services,100010,Number,%,"Number of individuals who purchased goods or services online in the last three months, by method of delivery: Delivery directly to the buyer using regular postal services or other forms of delivery: All individuals",,2017,2021,30569
Connectivity,Use,Picked up from point of sale or service point,100010,Number,%,"Number of individuals who purchased goods or services online in the last three months, by method of delivery: Picked up from point of sale or service point: All individuals",,2017,2021,30659
Connectivity,Use,Online / electronic delivery by downloading,100010,Number,%,"Number of individuals who purchased goods or services online in the last three months, by method of delivery: Online / electronic delivery by downloading from a website or through an application, software or other device (e.g. in-app purchases, streaming services etc.): All individuals",,2017,2021,30749
Connectivity,Use,Not interested,100011,Number,%,"Number of individuals who did not purchase goods or services online in the last three months, by reason: Not interested: All individuals",,2017,2021,30839
Connectivity,Use,Prefer to shop in person,100011,Number,%,"Number of individuals who did not purchase goods or services online in the last three months, by reason: Prefer to shop in person: All individuals",,2017,2021,30929
Connectivity,Use,Security concerns,100011,Number,%,"Number of individuals who did not purchase goods or services online in the last three months, by reason: Security concerns (e.g. about giving debit or credit card details): All individuals",,2017,2021,31019
Connectivity,Use,Privacy concerns,100011,Number,%,"Number of individuals who did not purchase goods or services online in the last three months, by reason: Privacy concerns (e.g. about giving personal details): All individuals",,2017,2021,31109
Connectivity,Use,Technical concerns,100011,Number,%,"Number of individuals who did not purchase goods or services online in the last three months, by reason: Technical concerns (e.g. about websites, payment or delivery): All individuals",,2017,2020,31199
